,state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
26,CA,37.429676,-122.1085482,94303,Palo Alto,Scalent Systems,1/1/2003,Not closed,1/22/2007,1/22/2007,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,acquired
27,CA,37.870102,-122.26813600000001,94704,Berkeley,IQ Engines,6/1/2008,Not closed,6/25/2012,6/25/2012,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1,acquired
28,TX,30.2653441,-97.74358570000001,78701,Austin,"RetailMeNot, Inc.",5/1/2007,Not closed,11/1/2009,11/10/2011,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.75,1,acquired
29,CA,33.708708,-117.852069,92705,Santa Ana,Mophie,5/24/2005,Not closed,8/1/2006,8/1/2006,1.189,1.189,2.189,7.7753,5,1,1000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,acquired
30,CA,37.422859,-122.045217,94035,Moffett Field,Airship Ventures,1/1/2007,11/14/2012,5/9/2008,3/1/2009,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,closed
31,WA,47.603832000000004,-122.33006200000001,98119,Seattle,Lockdown Networks,1/1/2001,Not closed,2/25/2005,3/2/2006,4.1534,5.1671,3.0,3.0,6,2,8600000,1,WA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.5,1,acquired
32,NC,36.002893,-78.904075,27701,Durham,eMinor,10/1/2006,2/17/2012,8/1/2006,10/7/2008,-0.1671,2.0192,3.055353047989626,4.754422568093388,9,2,5000000,0,NC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,closed
33,CA,37.779281,-122.41923600000001,94105,San Francisco,Karma,1/1/2011,Not closed,1/1/2011,11/14/2011,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,acquired
34,PA,40.441694,-79.990086,15219,Pittsburgh,Zipano,6/1/2009,5/27/2012,7/1/2009,7/1/2009,0.0822,0.0822,3.055353047989626,4.754422568093388,2,1,25000,0,PA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
35,NY,40.73901,-73.997259,10011,New York,Entertainment Media Works,7/1/2004,10/1/2008,2/26/2007,2/26/2007,2.6575,2.6575,0.0,0.0,1,1,4000000,1,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,closed
36,CA,37.791137,-122.391843,94111,San Francisco,Elastra,1/1/2007,1/28/2011,8/15/2007,8/5/2008,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,closed
37,CA,37.404788,-121.94084199999999,95134,San Jose,RPO,1/1/2005,6/1/2013,1/24/2006,9/13/2010,1.063,5.7014,3.055353047989626,4.754422568093388,0,3,44000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.5,1,closed
38,CA,37.779501399999994,-122.39487120000001,94107,San Francisco,Fotomoto,10/1/2008,Not closed,12/1/2008,5/26/2011,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.3333,1,acquired
39,NY,40.755446,-73.980246,10010,New York,Peer39,3/1/2006,Not closed,3/1/2006,1/24/2012,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.75,1,acquired
40,GA,33.756806,-84.392198,30303,Atlanta,Vitrue,5/1/2006,Not closed,5/1/2006,2/17/2011,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,GA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,acquired
41,NH,42.99564,-71.454789,3101,Manchester,Trendslide,8/1/2011,Not closed,8/1/2011,3/1/2012,0.0,0.5836,0.5836,0.5945,9,2,125000,2,NH,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
42,CA,40.01573320000001,-105.27502700000001,94025,Menlo Park,PublicEarth,1/1/2008,2/15/2011,2/8/2008,5/21/2010,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,closed
43,WA,47.63609,-122.327028,98102,Seattle,Azaleos,5/11/2004,Not closed,11/6/2007,11/6/2007,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,acquired
44,CA,37.4049731,-122.03235249999999,94089,Sunnyvale,Efficient Frontier,1/1/2002,Not closed,8/31/2006,8/31/2006,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1,acquired
45,CA,37.368829999999996,-122.03635,94085,Sunnyvale,NetDevices,1/1/2003,Not closed,8/16/2005,8/16/2005,2.6247,2.6247,3.055353047989626,4.754422568093388,4,1,25000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,acquired
46,NY,40.730646,-73.986614,100011,New York,Go Try It On,12/1/2009,Not closed,11/4/2010,11/13/2012,0.9259999999999999,2.9534,0.8329,2.7425,2,3,3750000,3,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1,acquired
47,MA,42.3751,-71.105616,2139,Cambridge,Performable,10/17/2009,Not closed,1/15/2010,1/15/2010,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
48,CA,37.779281,-122.41923600000001,94607,San Francisco,Appstores.com,5/24/2010,Not closed,8/1/2010,8/1/2011,0.18899999999999997,1.189,1.3562,1.6575,6,2,1155000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,1,acquired
49,CA,37.560781,-122.28411399999999,94404,San Mateo,Fortify Software,10/1/2002,Not closed,12/15/2005,12/15/2005,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1,acquired
50,CA,37.658313,-122.39103200000001,94080,South San Francisco,iCurrent,1/1/2006,Not closed,8/1/2008,8/1/2008,2.5836,2.5836,2.0,2.0,5,1,3000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
51,MA,42.360253,-71.058291,2210,Boston,AisleBuyer,1/1/2009,Not closed,11/23/2010,6/13/2011,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,acquired
52,TX,30.321464000000002,-97.75501,78731,Austin,Indeed,11/1/2004,Not closed,8/1/2005,8/1/2005,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
53,MA,42.375640000000004,-71.2358,2451,Waltham,Colubris Networks,1/1/2000,Not closed,3/8/2005,10/23/2006,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.0,1,acquired
54,CA,37.7870842,-122.40380470000001,94103,San Francisco,Mashery,5/1/2006,Not closed,1/1/2007,7/23/2012,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,5.0,1,acquired
55,CA,37.441537,-122.158332,94301,Palo Alto,Transparency Software,1/1/2004,1/1/2009,3/9/2005,7/1/2007,1.1863,3.4986,3.055353047989626,4.754422568093388,0,2,12050000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,closed
56,CA,37.445586,-122.161929,95128,Palo Alto,Viewdle,1/1/2006,Not closed,3/1/2008,10/5/2010,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,acquired
57,CA,33.5842816,-117.7306817,92656,Aliso Viejo,Enclarity,2/1/2005,Not closed,3/10/2009,3/10/2009,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,CA,1,0,0,0,0,consulting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,1,acquired
58,CA,37.402772999999996,-122.052551,94089,Sunnyvale,Virsto Software,7/1/2007,Not closed,6/26/2009,8/25/2011,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,acquired
59,MO,39.103151000000004,-94.581908,64106,Kansas City,Handmark,7/1/2000,Not closed,9/12/2005,9/7/2006,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,MO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1,acquired
60,MA,42.546483,-71.17366700000001,1887,Wilmington,Viacor,12/1/1999,11/11/2011,9/12/2002,11/10/2010,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,1,closed
61,CA,37.805289,-122.404448,94111,San Francisco,Carbonetworks,1/1/2005,7/28/2011,7/1/2008,7/1/2008,3.4986,3.4986,3.0,3.0,6,1,5000000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,closed
62,WA,47.675489,-122.191667,98033-6314,Kirkland,SchemaLogic,1/1/2001,Not closed,1/17/2005,4/20/2010,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1,acquired
63,FL,27.951849,-82.456397,33609,Tampa,Skyway Software,1/1/2001,10/1/2012,5/16/2007,5/16/2007,6.3726,6.3726,3.055353047989626,4.754422568093388,0,1,4000000,0,FL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,closed
64,MA,42.360253,-71.058291,02111-1720,Boston,CardStar,12/1/2008,Not closed,3/30/2010,9/13/2011,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
65,CA,37.7831775,-122.30861909999999,94501,Alameda,Makani Power,1/1/2006,Not closed,8/23/2008,8/23/2008,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1,acquired
66,WA,47.765758,-122.184304,98011,Bothell,Myrio,12/1/1999,1/1/2012,1/1/2001,1/1/2001,1.0877,1.0877,3.055353047989626,4.754422568093388,5,1,20500000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,closed
67,CO,40.730646,-73.986614,80302,Boulder,Intela,2/2/2006,Not closed,1/18/2010,8/9/2012,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,CO,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,acquired
68,CA,37.54763,-122.30788700000001,94403-1855,San Mateo,Sana Security,1/1/2000,Not closed,4/2/2007,4/2/2007,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,acquired
69,CA,37.790485,-122.40093999999999,94104,San Francisco,Sportgenic,9/1/2005,Not closed,1/1/2007,9/9/2008,1.3342,3.0247,3.0219,3.3369999999999997,9,3,11489687,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.3333,1,acquired
70,CA,37.7870923,-122.3999719,94105,San Francisco,Lolapps,1/1/2008,Not closed,9/5/2008,9/5/2008,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
71,CA,37.3492097,-122.0326019,94087,Sunnyvale,Behavio,6/12/2012,Not closed,6/1/2012,6/1/2012,-0.0301,-0.0301,0.13699999999999998,0.13699999999999998,3,1,355000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
72,FL,28.098905,-82.400087,33626,Tampa,Infinity Box,1/1/2006,Not closed,1/1/2006,4/1/2006,0.0,0.2466,2.4164,5.3151,10,2,118000,3,FL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1,acquired
73,CA,37.779026,-122.40183999999999,94103,San Francisco,adBrite,1/1/2003,2/1/2001,9/1/2004,5/1/2012,1.6685,9.337,7.3808,10.474,17,4,40400000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.6667,1,acquired
74,TX,32.9583632,-96.82156579999999,75001,Dallas,Texert,1/1/2007,7/14/2008,10/21/2008,10/21/2008,1.8055,1.8055,3.055353047989626,4.754422568093388,1,1,3000000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
75,CA,37.54827,-121.98857199999999,94538,Fremont,Mendocino Software,1/1/2003,2/7/2008,9/12/2005,1/1/2007,2.6986,4.0027,1.0,1.0,2,2,19700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,closed
76,CA,37.354469,-121.99043300000001,95051,Santa Clara,QuikCycle,1/1/1998,1/1/2011,3/1/2007,3/12/2007,9.1671,9.1973,3.055353047989626,4.754422568093388,0,2,17800000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
77,CA,37.779281,-122.41923600000001,94107,San Francisco,Instagram,3/1/2010,Not closed,3/5/2010,4/5/2012,0.011000000000000001,2.0986,3.0904,3.7836,12,3,57500000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4.0,1,acquired
78,NY,40.606061,-73.822331,10004,New York,Motionbox,1/1/2006,Not closed,9/1/2006,1/14/2009,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.6667,1,acquired
79,MA,42.3751,-71.105616,2138,Cambridge,AccelGolf,8/1/2008,5/1/2013,1/1/2008,12/4/2009,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,closed
80,CA,37.779281,-122.41923600000001,94105,San Francisco,MoPub,9/9/2010,Not closed,9/1/2010,9/20/2012,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1,acquired
81,NJ,40.349274,-74.659296,8540,Princeton,DNP Green Technology,1/1/2008,8/24/2012,1/17/2010,1/17/2010,2.0466,2.0466,3.055353047989626,4.754422568093388,2,1,12000000,0,NJ,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,closed
82,CO,40.397760999999996,-105.07498000000001,80538,Loveland,Abound Solar,1/1/2007,11/1/2012,7/6/2010,12/15/2010,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,CO,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,1,closed
83,CA,37.420428,-122.090769,94043,Mountain View,Trovix,1/1/2002,Not closed,12/7/2005,9/6/2006,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
84,NY,40.725435,-73.997395,10012,New York,Thumbplay,9/1/2004,Not closed,10/30/2006,4/21/2010,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,acquired
85,WV,39.388156,-77.885552,25430,Kearneysville,Plethora Technology,1/1/2000,5/23/2009,6/9/2005,6/9/2005,5.4411,5.4411,3.055353047989626,4.754422568093388,1,1,1000000,0,WV,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,closed
86,CA,34.043948,-118.468204,90025,Los Angeles,DailyStrength,4/1/2006,Not closed,5/18/2007,5/18/2007,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
87,MI,42.350749,-83.44458900000001,48187,Canton,Danotek Motion Technologies,1/1/2001,5/1/2013,11/19/2008,8/30/2011,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,MI,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.6667,1,closed
88,CA,37.388869,-122.072353,94041,Mountain View,Yub,1/1/2013,1/1/2005,11/19/2013,11/19/2013,0.8822,0.8822,3.055353047989626,4.754422568093388,7,1,12000000,0,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.0,1,closed
89,WA,47.614018,-122.19655,98004,Bellevue,SNAPin Software,1/1/2003,Not closed,7/11/2005,2/7/2006,2.526,3.1041,3.0027,9.126,5,2,22300000,2,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.5,1,acquired
