,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description,name
637,CO,39.5604863,-104.8656251,80112,c:23788,Englewood,Englewood CO 80112,ZettaCore,0,1/1/1999,1/4/2012,5/11/2009,5/11/2009,10.3644,10.3644,5.8384,5.8384,4,1,21000000,1,CO,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:23788,1,0,0,0,0,0,5,1,closed,zettacore,"ZettaCore, pioneering the field of molecular electronics, is focused on developing molecular materials for the electronics industry.",ZettaCore
638,CA,34.083228,-118.341449,90038,c:30834,Los Angeles,Los Angeles CA 90038,Clicker,1,1/1/2009,Still Operating,9/15/2009,2/18/2010,0.7041,1.1315,1.4493,2.2055,12,2,19000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:30834,0,0,1,1,0,0,3.5,1,acquired,clicker,"Clicker is an online platform for viewing TV shows, reading episode reviews, keeping up with breaking news, and joining fan communities.",Clicker
639,CA,39.78373,-100.445882,94025,c:39105,Menlo Park,Menlo Park CA 94025,iKoa,0,1/1/2006,7/1/2012,6/5/2007,7/16/2010,1.4247,4.5397,3.055353048,4.754422568,0,3,18700000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:39105,1,0,1,0,0,0,2,1,closed,ikoa,"Ikoa provided low-power, high-performance semiconductor products for consumer mobile devices.",iKoa
640,CA,37.626166,-122.411025,94066,c:49960,San Bruno,San Bruno CA 94066,SocialShield,1,9/1/2009,Still Operating,10/5/2010,10/5/2010,1.0932,1.0932,1.6137,2.1671,6,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:49960,0,0,1,0,0,0,7,1,acquired,socialshield,SocialShield offers tools that give parents a 360° view of their kids’ social networking activities.,SocialShield
641,FL,28.032975,-82.64611,33635,c:9106,Tampa,Tampa FL 33635,LeisureLogix,0,8/1/2006,9/4/2012,1/1/2007,1/1/2007,0.4192,0.4192,3.055353048,4.754422568,5,3,5900000,0,FL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:9106,0,1,0,0,0,0,1,0,closed,leisurelogix,"LeisureLogix offers RoadTrip Wizard, an application built on technology that marries trip booking, location-based content and navigation.",LeisureLogix
642,MA,37.237937,-121.974591,1752,c:17581,Marlborough,Marlborough MA 1752,Storwize,1,1/1/2004,Still Operating,6/6/2007,4/2/2008,3.4301,4.2548,6.0055,6.4219,13,2,28000000,2,MA,0,0,1,0,0,other,0,0,0,0,0,0,0,0,0,1,c:17581,0,0,0,1,1,0,2,1,acquired,storwize,Storwize is a provider of real-time data compression solutions that boost storage space on network storage environments.,Storwize
643,NH,42.7370219,-71.4872976,3062,c:14028,Nashua,Nashua NH 3062,AutoVirt,0,1/1/2007,2/1/2012,1/1/2007,5/24/2011,0,4.3945,3.1534,4.3945,5,7,24300000,2,NH,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:14028,1,1,1,1,0,0,2,1,closed,autovirt,"AutoVirt develops a software solution to assess, migrate and manage unstructured data stored on NAS devices and Windows file servers.",AutoVirt
644,CA,37.384717,-122.081625,94040,c:1309,Mountain View,Mountain View CA 94040,Loopt,1,1/1/2005,Still Operating,6/1/2005,5/3/2010,0.4137,5.337,5.5205,7.189,21,4,32006000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1309,0,1,1,1,1,0,1.6667,1,acquired,loopt,Loopt is a mobile application and website that connects people to their community.,Loopt
645,CA,37.3169065,-122.0497023,95014,c:28420,Cupertino,Cupertino CA 95014,Blue Lane Technologies,1,1/1/2002,Still Operating,2/1/2005,2/1/2005,3.0877,3.0877,1,1,4,1,13400000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:28420,0,0,0,1,0,0,2,1,acquired,blue lane technologies,Blue Lane Technologies provides vulnerability shields for physical and virtual server infrastructure.,Blue Lane Technologies
646,CA,37.7819267,-122.3932389,94107,c:6562,San Francisco,San Francisco CA 94107,Socialcast,1,6/1/2005,Still Operating,4/6/2009,3/31/2010,3.8493,4.8329,4.9644,7.2575,18,3,9400000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:6562,0,1,1,1,0,0,1.5,1,acquired,socialcast,"Socialcast is an enterprise collaboration web app that allows users to track and integrate company data, users and apps in real-time.",Socialcast
647,CO,40.0186313,-105.2764361,80302,c:4394,Boulder,Boulder CO 80302,Collective Intellect,1,1/1/2005,Still Operating,2/1/2006,12/7/2012,1.0849,7.937,3,7.4301,10,6,15324624,3,CO,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:4394,1,1,1,1,0,0,2.5,1,acquired,collective intellect,Collective Intellect is a digital communications analytics platform addressing the needs of marketers and researchers.,Collective Intellect
648,WA,47.603832,-122.330062,98121,c:52346,Seattle,Seattle WA 98121,Wavii,1,3/1/2009,Still Operating,7/1/2010,7/1/2010,1.3342,1.3342,2.3726,4.1562,3,1,2000000,2,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:52346,0,0,0,0,0,0,11,1,acquired,wavii,"Wavii provides an iPhone app enabling users to follow and receive updates on topics such as celebrities, companies, and politicians.",Wavii
649,CA,37.775196,-122.419204,94103,c:200,San Francisco,San Francisco CA 94103,Seesmic,1,6/1/2007,Still Operating,11/1/2007,2/1/2011,0.4192,3.674,0.8932,5.2767,24,3,16000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:200,0,0,1,1,1,0,5.6667,1,acquired,seesmic,Seesmic provides social media management and collaboration tools that enable businesses to build and manage their brands online.,Seesmic
650,MN,44.950404,-93.101503,55113,c:36892,Saint Paul,Saint Paul MN 55113,Apnex Medical,0,1/1/2006,5/1/2013,12/2/2009,9/24/2012,3.9205,6.7342,3.055353048,4.754422568,3,3,44000000,0,MN,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,c:36892,1,0,0,1,1,0,2.3333,1,closed,apnex medical,Apnex Medical manufactures and markets active implantable medical devices for the treatment of obstructive sleep apnea.,Apnex Medical
651,PA,39.952399,-75.16359,19103,c:139729,Philadelphia,Philadelphia PA 19103,MobileReactor,0,1/1/2010,7/1/2013,10/24/2011,6/15/2012,1.811,2.4548,0.7479,0.7479,2,2,1175000,1,PA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:139729,1,0,0,0,0,0,1,0,closed,mobilereactor,"OneTwoSee also known as MobileReactor,  is a Philadelphia-based company that sits at the intersection of digital media, sports and technology.",MobileReactor
652,CA,37.661002,-121.897829,94566,c:17724,Pleasanton,Pleasanton CA 94566,Echopass Corporation,1,1/1/2000,Still Operating,10/30/2006,4/7/2010,6.8329,10.2712,13.011,13.011,22,2,9000000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:17724,0,0,0,0,0,0,4,1,acquired,echopass corporation,"Echopass is an app service provider offering web-based telephone and Internet customer support services, including email and web call-backs.",Echopass Corporation
653,CA,32.7154,-117.1565,92128,c:16285,San Diego,San Diego CA 92128,ID Analytics,1,1/1/2002,Still Operating,5/1/2002,5/16/2007,0.3288,5.3726,9.0055,9.0055,9,3,35150000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:16285,0,0,1,1,1,0,3,1,acquired,id analytics,ID Analytics is a company providing credit and identity risk management solutions for real-time information services.,ID Analytics
654,MA,42.504817,-71.195611,1803,c:43954,Burlington,Burlington MA 1803,Vela Systems,1,1/1/2005,Still Operating,5/1/2006,9/2/2010,1.3288,5.6712,2.4959,5.6712,4,3,12000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43954,1,0,1,1,0,0,2.6667,1,acquired,vela systems,Vela Systems offers software that automates the execution and oversight of field activities on construction and capital projects.,Vela Systems
655,CA,37.396023,-122.03311,94085,c:27555,Sunnnyvale,Sunnnyvale CA 94085,FlowCardia,1,1/1/2002,Still Operating,8/30/2007,8/30/2007,5.663,5.663,5.0027,5.0027,4,1,30000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:27555,0,0,0,0,1,0,9,1,acquired,flowcardia,FlowCardia designs and develops catheter-based technologies for the treatment of totally occluded coronary and peripheral arteries.,FlowCardia
656,CA,37.537542,-122.327609,94403,c:18804,San Mateo,San Mateo CA 94403,Bizanga,1,1/1/2003,Still Operating,2/17/2009,2/17/2009,6.1342,6.1342,7.1726,7.1726,5,1,8000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:18804,0,0,0,1,0,0,2,1,acquired,bizanga,Bizanga is a provider of email and message management platforms.,Bizanga
657,CA,37.782978,-122.394517,94107,c:14787,San Francisco,San Francisco CA 94107,Transpond,1,1/1/2007,Still Operating,2/4/2009,2/4/2009,2.0959,2.0959,2.2822,3.1699,6,1,4100000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:14787,0,0,1,0,0,0,2,1,acquired,transpond,"Transpond enables brands to create, publish, manage and track engagement with their content across social and mobile platforms.",Transpond
658,IL,40.116421,-88.243383,61820,c:81474,Champaign,Champaign IL 61820,Caterva,0,1/1/2008,6/1/2013,12/15/2009,7/6/2011,1.9562,3.5123,3.4986,3.4986,1,2,2408500,1,IL,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:81474,0,1,0,0,0,0,3,1,closed,caterva,"Caterva, a development stage company, intends to develop a real-time social marketing platform.",Caterva
659,CA,37.386778,-121.966277,95054,c:34401,Santa Clara,Santa Clara CA 95054,Innovative Silicon,0,1/1/2002,1/1/2011,3/1/2004,11/6/2007,2.1644,5.8493,6.0027,6.0027,3,4,72000000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:34401,0,0,1,1,1,0,2.25,1,closed,innovative silicon,Innovative Silicon develops and commercializes Floating Body effect memory for SoC/MPU products used in diverse applications.,Innovative Silicon
660,MN,44.96659,-93.331943,55416,c:37934,Golden Valley,Golden Valley MN 55416,Kardia Health Systems,0,1/1/2006,2/21/2012,1/1/2007,1/1/2008,1,2,3.2493,3.2493,2,2,18400000,1,MN,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:37934,1,0,0,0,0,0,1,0,closed,kardia health systems,Kardia Health Systems is a healthcare information technology firm offering the delivery of specialty medicine for cardiology.,Kardia Health Systems
661,NC,35.7259177,-79.1791771,27312,c:25383,Pittsboro,Pittsboro NC 27312,Biolex Therapeutics,0,1/1/1997,6/1/2012,1/7/2005,12/19/2011,8.0219,14.9726,4.0027,4.0027,4,7,162264126,1,NC,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:25383,1,0,0,1,1,1,6.75,1,closed,biolex therapeutics,Biolex Therapeutics developed therapeutic proteins and monoclonal antibodies that had been optimized to enhance their efficacy and potency.,Biolex Therapeutics
662,MA,42.3751,-71.105616,2140,c:49872,Cambridge,Cambridge MA 2140,Foldrx Pharmaceuticals,1,1/1/2003,Still Operating,6/15/2010,6/15/2010,7.4575,7.4575,5.5863,5.5863,7,1,29000000,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:49872,1,0,0,0,0,0,7,1,acquired,foldrx pharmaceuticals,FoldRx Pharmaceuticals is focused on discovering and developing disease-modifying drug therapies for protein misfolding diseases.,Foldrx Pharmaceuticals
663,WA,47.603832,-122.330062,98102,c:58560,Seattle,Seattle WA 98102,Klir Technologies,0,1/1/2000,1/1/2007,6/3/2005,6/3/2005,5.4247,5.4247,3.055353048,4.754422568,0,1,8700000,0,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:58560,0,0,1,0,0,0,2,1,closed,klir technologies,Klir Technologies provides information technology management solutions through a software-as-a-service business model.,Klir Technologies
664,MA,42.36236,-71.099692,2139,c:7666,Cambridge,Cambridge MA 2139,MetaCarta,1,1/1/2001,Still Operating,9/8/2005,9/8/2005,4.6877,4.6877,4.1644,9.274,12,1,10000000,2,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:7666,0,0,0,0,1,0,7,1,acquired,metacarta,"MetaCarta provides technology to identify geographic references in content enabling monetization, localization, and finding information.",MetaCarta
665,MA,42.4871509,-71.1986329,1803,c:19670,Burlington,Burlington MA 1803,Viridity Software,1,1/1/2008,Still Operating,12/1/2008,8/19/2010,0.9178,2.6329,2.9534,3.9699,5,2,15000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:19670,0,0,1,1,0,0,2,1,acquired,viridity software,Viridity Software is an energy management company enabling businesses to map datacenter infrastructure while optimizing power consumption.,Viridity Software
666,CA,39.78373,-100.445882,94025,c:35148,Menlo Park,Menlo Park CA 94025,Devtap,0,1/1/2008,2/25/2009,9/1/2008,9/1/2008,0.6685,0.6685,0,0,2,1,2600000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:35148,0,0,0,0,0,0,1,0,closed,devtap,Devtap is focused on developing a semantic search engine.,Devtap
667,CA,37.782103,-122.401116,94108,c:142,San Francisco,San Francisco CA 94108,Bebo,1,1/6/2005,Still Operating,5/1/2006,5/1/2006,1.3151,1.3151,6.4658,8.8411,30,1,15000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:142,0,0,1,0,0,0,1,1,acquired,bebo,"Bebo is a social networking platform. The company enables members to connect friends, as well as share photos and discover new interests.",Bebo
668,NY,40.745064,-73.992637,10001,c:101312,New York,New York NY 10001,SideTour,1,6/1/2011,Still Operating,7/1/2011,3/25/2013,0.0822,1.8164,1.0849,2.3014,7,3,4000000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:101312,0,1,1,0,0,0,2,1,acquired,sidetour,"SideTour provides a community marketplace enabling users to find and host activities such as tours, dine- outs and rides with other users.",SideTour
669,CA,37.680766,-122.399971,94005,c:46168,Brisbane,Brisbane CA 94005,SARcode Bioscience,1,1/1/2006,Still Operating,12/1/2006,7/18/2011,0.9151,5.5452,5.0027,5.0027,9,2,73000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:46168,1,0,0,1,0,0,3,1,acquired,sarcode bioscience,"SARcode Bioscience develops an antigen for the treatment of unmet medical needs in ophthalmology, dermatology and inflammatory diseases.",SARcode Bioscience
670,NY,40.730646,-73.986614,10013,c:78868,New York,New York NY 10013,Lore,1,3/1/2011,Still Operating,6/27/2011,4/5/2012,0.3233,1.0986,0.8411,2.0411,5,4,12123837,3,NY,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,c:78868,0,1,1,0,0,0,4.6667,1,acquired,lore,Lore is an online learning platform where learners and instructors can share educational content in a simple and social online environment.,Lore
671,WA,47.607065,-122.335373,98101,c:1236,Seattle,Seattle WA 98101,Pelago,1,12/1/2005,Still Operating,11/1/2006,5/27/2008,0.9178,2.4877,2.5808,5.3808,18,3,22400000,3,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:1236,1,0,1,1,0,0,3.3333,1,acquired,pelago,"Pelago offers Whrrl v2.0, an app that enables people to capture and share moments, as they happen, in story form.",Pelago
672,CA,37.779281,-122.419236,94105,c:33949,San Francisco,San Francisco CA 94105,Desk,1,1/1/2009,Still Operating,4/15/2010,1/4/2011,1.2849,2.0082,2.1616,3.4438,12,2,5700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:33949,0,0,1,1,0,0,4,1,acquired,desk,Desk.com is the all-in-one customer support app for fast-growing companies,Desk
