,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name,company_description
326,CA,37.628328,-122.420814,94066,c:13504,San Bruno,San Bruno CA 94066,Planet Metrics,0,01-01-07,02-07-11,11-12-08,11-12-08,1.8658,1.8658,0,1.863,2,1,2300000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:13504,0,0,1,0,0,0,2,1,closed,planet metrics,"Planet Metrics provides carbon information management software that supports modeling, analytics and complex data visualization."
327,CA,37.7885714,-122.4035985,94108,c:3185,San Francisco,San Francisco CA 94108,kwiry,0,01-01-06,4/23/2009,3/20/2008,3/20/2008,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:3185,0,0,1,0,0,0,1,1,closed,kwiry,kwiry is an online reminder service that turns text messages into reminders which users can retrieve online.
328,CA,37.779624,-122.391236,94107,c:725,San Francisco,San Francisco CA 94107,imeem,1,11-01-03,Still Operating,09-01-04,08-01-09,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,CA,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:725,1,1,1,1,0,0,2.4,1,acquired,imeem,imeem is an online music service that provides fans with access to songs they want.
329,IL,42.055849,-87.694664,60201,c:13921,Evanston,Evanston IL 60201,Amadesa,0,5/15/2005,07-01-13,12-03-07,10-05-11,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13921,0,0,1,1,0,0,2,1,closed,amadesa,Amadesa delivers a SaaS-based solution focuses on providing a dynamic website of personalized and automated content delivery.
330,CA,37.4305755,-122.0971389,94043,c:24549,Mountain View,Mountain View CA 94043,Cast Iron Systems,1,01-01-01,Still Operating,3/28/2005,7/29/2007,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:24549,0,0,0,0,0,1,4.5,1,acquired,cast iron systems,Cast Iron Systems is a cloud and SaaS-based software platform providing integration appliances for large and mid-sized companies.
331,CA,33.133524,-117.254593,92010,c:5952,Carlsbad,Carlsbad CA 92010,Aptera,0,01-01-03,12-01-11,7/25/2008,7/13/2011,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,CA,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,c:5952,1,0,0,0,1,0,1.5,1,closed,aptera,"Aptera Motors is engaged in designing, engineering, and assembling the most efficient transportation in the world."
332,CA,37.779281,-122.419236,94111,c:43183,San Francisco,San Francisco CA 94111,RentJuice,1,01-01-08,Still Operating,03-04-10,1/31/2011,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,CA,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,c:43183,1,0,0,0,0,0,1.6667,1,acquired,rentjuice,RentJuice is an online real estate marketplace providing rental deals and related services to clients.
334,CA,37.316653,-122.05074,95014,c:5485,Cupertino,Cupertino CA 95014,Parascale,1,01-01-05,Still Operating,6/23/2008,6/23/2008,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:5485,0,0,1,0,0,0,2,1,acquired,parascale,ParaScale is a cloud storage software platform that clusters servers to act as one file repository.
335,CA,34.090368,-118.393064,90069,c:9,West Hollywood,West Hollywood CA 90069,Geni,1,06-01-06,Still Operating,01-01-07,1/19/2009,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:9,0,0,1,1,1,0,1.3333,1,acquired,geni,Geni is an online community of genealogists collaborating to help individuals build their own family trees.
336,CA,37.794891,-122.397901,94111,c:15129,San Franciso,San Franciso CA 94111,Zentact,0,09-01-08,01-01-12,09-01-08,09-01-08,0,0,3.411,3.411,3,1,250000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:15129,0,1,0,0,0,0,3,0,closed,zentact,Zentact offers a service that helps users stay better connected with their contacts. It is a browser plug-in that reads the same pages you do as you surf the Web and alerts you when there is a contextual match to one of the tagged interests of someone in your email contact list. It reminds you to reach out to those contacts when you run across something they might be interested in.
337,NY,40.7043822,-73.9865717,10010,c:339,New York,New York NY 10010,Outside.in,1,08-01-06,Still Operating,02-01-07,12-08-09,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:339,0,1,1,1,0,0,5.8,1,acquired,outside.in,Outside.in is an aggregator aimed at creating a place for neighborhoods to share and explore information.
338,NY,40.756054,-73.986951,10001,c:967,New York,New York NY 10001,Salesforce Buddy Media,1,09-01-07,Still Operating,09-01-07,8/15/2011,0,3.9562,4.7616,5.1507,24,5,90000000,3,NY,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:967,1,0,1,1,1,1,3.8,1,acquired,salesforce buddy media,"Buddy Media is a social media marketing platform, helps companies build connections and maintain relationships with customers."
339,CA,37.797435,-122.403175,94017,c:2925,San Francisco,San Francisco CA 94017,Vizu Corporation,1,2/14/2005,Still Operating,2/20/2006,04-09-12,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:2925,0,0,1,1,0,0,4,1,acquired,vizu corporation,Vizu Corporation is an enterprise technology platform allowing advertisers to target audiences through the purchase funnel.
340,CA,37.388077,-122.08316,94041,c:86,Mountain View,Mountain View CA 94041,Zing Systems,1,06-01-07,Still Operating,12-01-06,01-01-07,-0.4986,-0.4137,-0.4986,5.7699,10,2,26000000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:86,0,0,1,0,1,0,2.5,1,acquired,zing systems,"Zing Systems enables users to discover, collect, manage and share playlists."
341,MA,42.504817,-71.195611,1803,c:69834,Burlington,Burlington MA 1803,DynamicOps,1,01-01-08,Still Operating,2/28/2011,09-09-11,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:69834,0,0,0,1,0,0,2,1,acquired,dynamicops,DynamicOps™ is an operations virtualization platform helping enterprises transfer existing infrastructure into on-demand cloud services.
342,TX,30.409765,-97.75101,78759,c:44434,Austin,Austin TX 78759,Movero Technology,1,01-01-03,06-01-13,6/14/2007,3/23/2010,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:44434,1,0,1,0,0,0,2,0,acquired,movero technology,Movero provided enterprises with managed mobility strategy and services.
343,CA,32.962655,-117.189656,92130,c:40417,San Diego,San Diego CA 92130,Elevation Pharmaceuticals,1,01-01-07,Still Operating,1/21/2010,01-04-12,3.0575,5.011,3.055353048,4.754422568,2,4,89400001,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:40417,1,0,1,1,0,0,4.3333,1,acquired,elevation pharmaceuticals,Elevation Pharmaceuticals is developing a pipeline of improved aerosol drug products for the COPD patients.
344,CA,37.4233698,-122.0986859,94303,c:18897,Palo Alto,Palo Alto CA 94303,Punch Entertainment,0,05-10-05,4/16/2012,2/27/2006,2/27/2006,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:18897,0,0,1,0,0,0,1,0,acquired,punch entertainment,"Punch is a cross-platform developing community games for the web, social networking sites and mobile devices."
345,NY,40.729839,-73.991781,10003,c:43416,New York,New York NY 10003,Stickybits,0,01-01-09,08-01-12,03-09-10,5/19/2010,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43416,0,1,1,0,0,0,2.5,1,closed,stickybits,Stickybits focused on connecting the digital and physical worlds through a social object network.
346,CA,37.779281,-122.419236,94108,c:23692,San Francisco,San Francisco CA 94108,Ecast,0,01-01-99,02-12-12,05-07-08,5/26/2011,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:23692,1,0,0,0,0,1,4.5,1,closed,ecast,"A Software Solutions company.
"
347,NY,40.730646,-73.986614,10013,c:28162,New York,New York NY 10013,lifeIO,0,8/29/2006,03-03-12,8/29/2008,8/29/2008,2.0027,2.0027,3.055353048,4.754422568,4,1,500000,0,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:28162,0,1,0,0,0,0,5,0,closed,lifeio,"lifeIO offers a personal content aggregation platform that collects information from social networks, email, calendar, and more."
348,CA,34.049767,-118.459387,90405,c:1587,Santa Monica,Santa Monica CA 90405,EdgeCast Networks,1,08-01-06,Still Operating,08-01-06,7/18/2013,0,6.9671,6.4247,7.3562,19,5,74000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1587,0,1,1,1,1,1,1.75,1,acquired,edgecast networks,EdgeCast is a content delivery network (CDN) that helps companies accelerate and deliver static content to their users around the world.
349,TX,32.945354,-96.708874,75081,c:26988,Richardson,Richardson TX 75081,Sirific Wireless,1,01-01-00,Still Operating,02-12-07,02-12-07,7.1205,7.1205,3.055353048,4.754422568,3,1,18800000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:26988,0,0,0,0,1,0,7,1,acquired,sirific wireless,"Sirific Wireless is a semiconductor company, designs, and develops CMOS RF HEDGE transceivers for the wireless communications market."
350,MI,42.8138649,-86.023846,49464,c:26390,Zeeland,Zeeland MI 49464,Revetto,0,01-01-09,5/18/2009,05-01-09,05-01-09,0.3288,0.3288,-0.4192,-0.4192,3,1,20000,1,MI,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:26390,0,1,0,0,0,0,1,0,closed,revetto,Revetto is a web-based service that enables users to unify their online communication tools.
351,VA,38.969532,-77.385948,20170,c:32094,Herndon,Herndon VA 20170,ZoomSafer,1,01-01-09,Still Operating,03-01-09,03-07-11,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:32094,0,1,1,1,0,0,1.5,0,acquired,zoomsafer,ZoomSafer provides enterprise software that helps control mobile device usage while driving.
352,NJ,40.944543,-74.075419,7652,c:39364,Paramus,Paramus NJ 7652,AkaRx,1,01-01-05,Still Operating,01-07-10,01-07-10,5.0192,5.0192,3.055353048,4.754422568,1,1,26100000,0,NJ,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:39364,1,0,0,0,0,0,2,1,acquired,akarx,AkaRx develops therapeutics including the orally-available small molecule for use in the treatment of thrombocytopenia.
353,PA,40.441694,-79.990086,15213,c:51623,Pittsburgh,Pittsburgh PA 15213,Lama Lab,0,01-01-09,06-01-13,5/31/2010,07-08-11,1.411,2.5151,3.055353048,4.754422568,0,2,1213066,0,PA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:51623,1,0,0,0,0,0,1,1,closed,lama lab,"Lama Lab offered a cloud-based platform for online retailers and provided recommendations on pricing, inventory management and marketing"
354,CA,37.425359,-122.1389633,94306,c:8676,Palo Alto,Palo Alto CA 94306,Buysight,1,01-01-08,Still Operating,11-04-08,3/21/2012,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:8676,0,0,1,1,0,0,3.6667,1,acquired,buysight,"Buysight offers ShopperConnect™, an online display advertising network that provides solutions for brand and performance advertisers."
355,CA,37.764169,-122.402021,94110,c:767,San Francisco,San Francisco CA 94110,TripIt,1,10-01-06,Still Operating,04-01-07,03-04-10,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:767,0,1,0,1,1,0,1.6667,1,acquired,tripit,TripIt is a trip planner that enables its users to create a master travel itinerary and provide them with online and mobile access.
356,NY,40.757929,-73.985506,10010,c:6011,New York,New York NY 10010,Pinch Media,1,04-01-08,Still Operating,05-01-08,01-06-10,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:6011,1,1,0,0,0,0,3.5,1,acquired,pinch media,Pinch Media offers tools that enable mobile app developers to grow their businesses.
357,MN,44.9773,-93.265469,55311,c:31794,Minneapolis,Minneapolis MN 55311,Enstratius,1,01-01-09,Still Operating,11-07-11,11-07-11,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,MN,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:31794,0,0,1,0,0,0,2,1,acquired,enstratius,"Enstratius provides cloud infrastructure management for public, private, and hybrid cloud operations aligned with enterprise governance and security needs. Enstratius provides users with a single access-controlled view across all corporate cloud resources. Users with the appropriate access rights may directly provision virtualmachines across multiple clouds or they can deploy fully-automated applications from a cloud-independent service catalog."
358,MA,42.368633,-71.075305,2210,c:10054,Boston,Boston MA 2210,Jumptap,1,01-01-05,Still Operating,03-01-05,07-02-12,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:10054,1,0,1,1,1,1,4.5,1,acquired,jumptap,Jumptap is a mobile ad network and unified audience platform engaged in mobile advertising.
359,CA,37.409096,-121.943191,95134,c:14036,San Jose,San Jose CA 95134,WiChorus,1,01-01-05,Still Operating,12/22/2005,11-04-08,0.9726,3.8438,2,2,18,4,42500000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14036,1,0,1,1,1,0,2.5,1,acquired,wichorus,WiChorus provides smart 4G core infrastructure products to enable operators to deploy WiMAX and LTE networks.
360,NC,35.996653,-78.901805,27713,c:38123,Durham,Durham NC 27713,Hatteras Networks,1,01-01-00,Still Operating,06-08-05,06-01-06,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,NC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:38123,1,0,0,0,0,1,3.5,1,acquired,hatteras networks,Hatteras Networks offers equipment that help carriers and service providers deliver high bandwidth business services to relevant locations.
361,CA,37.793949,-122.398062,94111,c:16709,San Francisco,San Francisco CA 94111,Focus,0,08-01-05,9/15/2012,03-06-08,03-06-08,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:16709,0,0,0,0,1,0,3,1,closed,focus,Focus is a business research and media company providing analyst support and advisory services to business and technology professionals.
362,NY,40.730646,-73.986614,10005,c:46901,New York,New York NY 10005,easy2comply (Dynasec),1,01-01-02,Still Operating,10-02-07,10-02-07,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46901,0,0,1,0,0,0,3,1,acquired,easy2comply (dynasec),"easy2comply offers software for the effective management of multiple governance, risk management, and compliance processes."
363,CA,38.88521,-76.998641,94107,c:18056,San Francisco,San Francisco CA 94107,Socialize,1,07-01-08,Still Operating,11-01-11,06-07-12,3.337,3.937,-2.4986,4.7205,5,3,1820000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:18056,0,1,0,0,0,0,1,0,acquired,socialize,"Socialize is a drop-in social platform that creates a community around apps, leveraging networking features through a single interface."
364,WA,30.6324797,-86.9843446,98033,c:13219,Kirkland,Kirkland WA 98033,Clearwire,1,10-01-03,Still Operating,05-06-08,2/27/2013,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:13219,0,0,0,0,0,0,4.25,1,acquired,clearwire,Clearwire provides a wireless high-speed internet service that allows customers to connect to the internet using licensed spectrum.
365,TX,32.960431,-96.83026,75001,c:44576,Addison,Addison TX 75001,CREDANT Technologies,1,01-01-01,Still Operating,12/20/2007,12/20/2007,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,TX,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,c:44576,0,0,0,0,1,0,5,1,acquired,credant technologies,"Credant provides data protection solutions for companies to control, manage and protect data on mobile devices, media devices and the cloud."
366,NY,40.750519,-73.993494,10001,c:55043,New York,New York NY 10001,Exclusively.in,1,01-01-10,Still Operating,11-03-10,5/29/2011,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:55043,0,0,1,1,0,0,2.5,1,acquired,exclusively.in,"Exclusively.In is a members-only shopping site for Indian-inspired fashion, jewelry and home decor."
367,CA,37.406914,-122.09037,94043,c:31832,Mountain View,Mountain View CA 94043,Avidia,1,01-01-03,Still Operating,05-06-05,05-09-06,2.3452,3.3534,3.055353048,4.754422568,3,2,72300000,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:31832,0,0,0,1,1,0,4.5,1,acquired,avidia,Avidia is a biopharmaceutical company engaged in discovering and developing therapeutic proteins.
368,CA,33.685697,-117.825982,92612,c:51021,Irvine,Irvine CA 92612,PayDivvy,1,03-06-09,Still Operating,1/15/2009,4/27/2012,-0.137,3.1452,-2.0932,4.4082,3,3,1310000,4,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:51021,0,1,0,0,0,0,1,0,acquired,paydivvy,PayDivvy is an online social bill payments platform that allows users to split personal and group bills among them via a web and mobile app.
369,MA,42.479262,-71.152277,1801,c:42672,Woburn,Woburn MA 1801,Octavian,0,01-01-03,02-01-11,06-01-05,10-10-07,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:42672,0,0,1,1,0,0,2.5,1,closed,octavian,"Octavian provides SaaS-based, middle-office software solutions for the wealth and investment management industry in the U.S."
370,NY,40.7516611,-73.9843328,10011,c:130,New York,New York NY 10011,KickApps,1,03-01-04,Still Operating,06-01-06,11/25/2008,2.2521,4.7397,5.337,7.274,22,3,39007789,5,NY,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:130,0,0,1,1,1,0,3,1,acquired,kickapps,"KickApps is a social publishing platform for creating social networks with added features, video players and widgets."
371,MA,42.504817,-71.195611,1803,c:47601,Burlington,Burlington MA 1803,Airwide Solutions,1,01-01-04,Still Operating,1/25/2006,1/25/2006,2.0685,2.0685,-1.9151,-1.9151,3,1,25000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:47601,0,0,0,0,0,1,5,1,acquired,airwide solutions,"Airwide Solutions offers mobile messaging and wireless internet infrastructure, applications and solutions to mobile operators."
